SMILES,ExcitationEnergy,OscillatorStrength,score,RAscore,SCScore,SAscore,FSScore,SYBA
FON1PPC2=CC(C(F)=[SH][SH](P)[SH][S](OCl)N3ONN[PH]3C3=CC=C3)=CC21Cl,2.6041842696348825,0.5910200681552291,1.5391251645283839,7.981341587257832e-15,4.4419694774143625,5.154230646213591,-9.1484375,-151.74301058531034
N=[PH](N1PC2=CC(C(F)=[SH][S](F)F)=CC21Cl)[SH](CF)[SH]1(CP)NN[PH]1C1=CC=C1,2.586515738328298,0.5638771315604448,1.4584770752645069,1.2524593382269404e-15,4.7466013992847635,1.6890178809393177,-12.2265625,-142.29523362788134
BN(PN1ONN[PH]1PC1=CC=C1)[SH](O)N1PSC2=CC(C(F)=[SH][S](F)F)=CC21Cl,2.4507516736189525,0.5847159325515231,1.432993550292312,5.124157608643598e-12,4.992915393690996,2.6589575908310934,-8.53125,-150.22441554195603
CP[SH](NPN1ONN[PH]1C1=CC=C1)N1PC2=CC(C(F)=[SH]S(=N)F)=CC21Cl,2.4782983364423115,0.6069776650816202,1.504271737629418,5.420295288993682e-13,4.958098840340833,1.4895185976683312,-9.1484375,-147.02702483151674
O[SH](SNPN1ONN[PH]1C1=CC=C1)[SH](O)N1PC2=CC(C(F)=[SH][S](F)F)=CC21Cl,2.50769101190567,0.6358269986584782,1.5944576496628244,4.706875080667805e-12,4.649284971891394,4.4901296440369,-5.7890625,-140.37230191788947
N=S(P)[SH]=C(F)C1=CC2(Cl)C(=C1)P[N+]2(OOO)PPN1ONN[PH]1C1=CC=C1,2.4913740011533103,0.5789657318169873,1.442420171807542,7.599304865935075e-12,4.5957708223414855,3.860022427613229,-7.63671875,-136.38273639207188
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)S[SH](F)SNNP1PN[PH]1OO,2.361435109145714,0.9012990131619908,2.12835913351911,8.097225112635442e-09,4.278825926810757,3.160920116996877,-5.66015625,-106.48302966391486
C=[SH][PH]1NN[SH]1(CO)[SH](O)N1PC2=CC(C(F)=[SH][S](F)F)=CC21Cl,2.6475236649513247,0.5660380005910992,1.498599001826667,1.166128186014248e-06,4.485579546608898,1.0,-6.08984375,-101.54682468457615
C[SH]1([SH](NP)[SH](O)N2PC3=CC(C(F)=[SH][S](F)F)=CC32Cl)NN[PH]1C1=CC=C1,2.606337724431356,0.5585096663708488,1.4556648129219139,9.545612997957642e-13,4.772306774905834,2.635917528511607,-4.9375,-141.20127133546035
C=S(N1PPC2=CC(C(F)=[SH][S](F)F)=CC21Cl)[SH](F)[SH]1(C)NN[PH]1C1=CC=C1,2.4537633914311723,0.5808482665777207,1.4252642125046655,5.435327752115193e-13,4.2705766357695545,1.0,-9.8125,-128.2555602849973
N=S([SH]=C(F)C1=CC2(Cl)C(=C1)PPN2SF)[SH](P)N1ONN[PH]1C1=CC=C1,2.4714806667963667,0.5912536660258969,1.46127200475548,1.7226954238114267e-11,4.52540694386111,2.8478889135531587,-7.76171875,-148.99547833962902
CS(=N)[SH]=C(F)C1=CC2(Cl)C(=C1)PN2[SH](O)S(=N)NPN1ONN[PH]1C1=CC=C1,2.542310671726862,0.6337236661007007,1.6111224392536823,2.9014673151063486e-14,4.867010071211986,2.4682215316990144,-6.5859375,-142.64702934960675
N=S(N1PPC2=CC(C(F)=[SH][S](F)F)=CC21Cl)[SH](NO)[SH]1(N)NN[PH]1C1=CC=C1,2.58802406094869,0.5737332841200488,1.484835543869797,3.4219980720725596e-15,4.9831347106993995,2.5805294100713834,-7.86328125,-132.22748827938872
N=S(O)[SH]=C(F)C1=CC2(Cl)C(=C1)PN2[SH](CPN1ONN[PH]1C1=CC=C1)[SH]=S,2.3383716107050576,0.6116626041874289,1.4302944689618082,8.982807275521431e-15,4.994637588556564,1.8927763150900336,-6.63671875,-144.77947795824352
N=S(N1PPC2=CC(C(F)=[SH][S](F)F)=CC21Cl)[SH](O)[SH]1(NN)NN[PH]1C1=CC=C1,2.624428056462606,0.5827929980233312,1.5294982951223866,3.7471755557707024e-16,4.710827459059114,1.0,-7.5078125,-132.14418082655345
O[SH](N1PC2=CC(C(F)=[SH][S](F)F)=CC21Cl)[SH](S)NPN1ONN[PH]1C1=CC=C1,2.4662350068092347,0.6270689989427725,1.5464995168774884,5.2486556767483705e-12,4.623058577788993,1.0,-5.44140625,-143.40286564979974
C[SH](N1ONN[PH]1C1=CC=C1)S([SH]=C(F)C1=CC2(Cl)C(=C1)PPN2OF)=[SH]F,2.3731572760423028,0.661324250940872,1.569426457943556,9.501005884815505e-12,4.703845605392403,1.0,-8.1328125,-135.41907857085127
N=S(PN1ONN[PH]1C1=CC=C1)[SH]=C(F)C1=CC2(Cl)C(=C1)PPN2POF,2.537248728752137,0.5722127326915663,1.4518460285974628,1.1080874173959032e-13,4.7157429546669585,1.7951380291877852,-10.046875,-146.8576548041101
O[SH]([C]1C=C1)=C1P=[SH]1(Cl)S(=P)N1PC2=CC(C(F)=[SH][S](F)F)=CC21Cl,2.5446283316135405,0.5583290664017201,1.4207399607291546,1.5084827484357355e-11,3.4034842982653712,7.804460220366353,-5.75390625,-121.558744532553
N=S(N1ONN[PH]1C1=CC=C1)[N+]1PC2=CC(C(F)=[SH][SH](P)[SH]N)=CC21Cl,2.538597671349843,0.5854444659719866,1.4862079580211376,3.2596594312650495e-09,4.754499394936282,1.0,-6.33984375,-123.01893090142885
O[SH](SCPN1ONN[PH]1C1=CC=C1)[SH](O)N1PC2=CC(C(F)=[SH][S](F)F)=CC21Cl,2.509132011175156,0.5992229979783297,1.5035296060597727,3.696479233816774e-11,4.688588542986181,3.635804405647269,-6.12109375,-143.84279794493682
FC(=[SH][S](F)F)C1=CC2(Cl)C(=C1)PN2S[SH][SH][SH]P1SNN[PH]1C1=CC=C1,2.510798537556331,0.5629539983928203,1.4134640758761823,2.460721848507319e-09,4.324105911623684,2.1833444573676672,-6.46875,-116.75891223319542
OOOOOO[SH](NP=CON(F)N1ONN[PH]1C1=CC=C1)NP1PN[PH]1OO,2.502030142124494,0.8701571485884133,2.177159414153312,3.062489064425966e-12,4.481930727334634,7.907627264499134,-8.3046875,-120.7591807711921
NC[SH][SH](P)[SH]=C(F)C1=CC2(Cl)C(=C1)P[N+]2[S](N)PN1ONN[PH]1C1=CC=C1,2.4156243325233464,0.5951227325787147,1.4375929536549277,1.18424237430248e-12,4.506964822562903,2.878779927802513,-8.4921875,-136.05085170552428
N=S(O)[SH]=C(F)C1=CC2(Cl)C(=C1)PO[N+]2PPN(O)PN1ONN[PH]1C1=CC=C1,2.496882741117477,0.5891212366940011,1.4709666483270354,6.988649567905847e-13,4.737094835803584,1.361643427484207,-5.92578125,-129.20972951629213
N=S([SH]N(S)PPN1SN[PH]1C1=CC=C1)[SH]=C(F)C1=CC2(Cl)C(=C1)PN2OF,2.4641383402665458,0.6200306643421452,1.5278413321464173,2.990800662683313e-11,4.4876753849691315,2.727519242980974,-9.1640625,-146.6641935729652
N=[S](=N)[SH]=C(F)C1=CC2(Cl)C(=C1)P[N+]2OPPN1ONN[PH]1PC1=CC=C1,2.4752810677528383,0.5768502359223509,1.4278664679073534,1.153987669311185e-10,4.837535296142673,3.039566400213114,-7.92578125,-123.36608174701037
C[SH](N1PC2=CC(C(F)=[SH]S(=N)CO)=CC21Cl)S(=N)NPN1ONN[PH]1C1=CC=C1,2.4160770712534587,0.6247636652976274,1.5094771666778677,1.4360064015783822e-15,4.875900020087789,2.379727431678038,-7.375,-143.37077810643953
C=S(N1PC2=CC(C(F)=[SH][S](F)F)=CC21Cl)[SH](F)ON(F)N1ONPN[PH]1C1=CC=C1,2.513636340856552,0.5636556639189522,1.4168253605563053,2.877818968370638e-13,4.885793071353402,1.0,-9.515625,-135.36097749201767
