SMILES,ExcitationEnergy,OscillatorStrength,score,RAscore,SCScore,SAscore,FSScore,SYBA,Bertz,Whitlock,Barone,TWC,SMCM,Bottcher,Spacial
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SPO[S](ON)N1NPP[PH]1OO,2.524990605965528,1.0590551262636978,2.674104245015473,1.992698020480965e-11,4.221386415111525,2.8698549684554955,-5.5390625,-100.42971394067796,578.7212774443072,50,498,11.537376786551143,52.79599999999999,500.40081406050984,789
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SNONO[SH](NP1PN[PH]1OO)OOO,2.454455592457453,1.0644433912747433,2.6126290345686707,6.400064506140167e-11,4.319141265834784,4.055741714048557,-5.9921875,-119.7664038749123,623.4622111354475,53,540,12.65591723077364,57.300999999999995,524.639170492628,876
OOO[S](N[SH]SP1PPN[PH]1OO)ON(F)N1ONN[PH]1C1=CC=C1,2.4776185784416964,1.053710261336631,2.610692119782292,3.921225566472231e-10,4.175221885932338,3.527391930197032,-4.87890625,-97.8222049680066,533.1156276764202,48,477,10.714811735559667,47.915000000000006,422.16035500232573,801
ON(O[S](N[SH][SH](CP)PF)OONPP)N1ONN[PH]1C1=CC=C1,2.4787603287092703,1.039309102051906,2.57619817143272,8.272984380885973e-11,4.76017616489788,1.0,-7.40234375,-116.35806990161312,472.75706840555637,44,423,10.27465702105828,50.382000000000005,410.38591749150834,588
OOOOOO[SH](NP1PN[PH]1OO)OP=CON(F)N1ONN[PH]1C1=CC=C1,2.563520001769066,1.0045418581453107,2.575163145969768,2.094304937805269e-11,3.9809297024870407,7.908818367372165,-8.828125,-120.0660321483664,612.484264077961,52,522,11.86058721236016,52.38300000000001,479.6061083525373,842
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SNNO[SH](NNP1PN[PH]1OO)OOO,2.386401196400324,1.078136546290252,2.5728663439499706,5.913766004672638e-11,4.359158683794865,2.9469047788163465,-5.359375,-120.62547162902368,623.4622111354475,53,540,12.637755300705763,57.33699999999999,510.2993204897435,876
OOOO[SH](NP1PPN[PH]1OO)ONN=CON(F)N1ONN[PH]1C1=CC=C1,2.476883598939578,1.0377077491710585,2.5702813044143,2.52265981544042e-05,3.7888634350654913,3.727755593471329,-6.28125,-115.02548978990872,615.5184618743175,54,528,11.827557408182683,55.894000000000005,477.38404572775977,866
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SSNNO[SH](O)NP1PN[PH]1OOO,2.387828508670402,1.0757487244599395,2.5687034724312645,9.968104466850924e-12,4.694917897415643,2.8421162782073326,-5.53515625,-124.8012608734428,610.9189575785655,52,528,12.26752982690219,55.39099999999999,499.0705017992475,864
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SSNNO[SH](NP1PN[PH]1O)OOO,2.389844268051783,1.0681905580951103,2.552809082450634,2.009259729082724e-13,4.63435989155097,2.8421162782076417,-5.84375,-120.2395881564088,610.9189575785655,52,528,12.250554028782469,55.39099999999999,499.0705017992475,864
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SSNNO[SH](NP1PN[PH]1OO)OO,2.354468508060051,1.083520724534326,2.55111542374648,5.793001495169037e-12,4.5482070908025936,1.6999519405265806,-4.38671875,-114.97159008808224,608.9189575785654,52,528,12.2696821214774,55.39099999999999,503.6554642999686,864
OOOOOO[S](NP1PPN[PH]1OO)ON[SH]=CON(F)N1ONN[PH]1C1=CC=C1,2.491016260759036,1.0176326823795836,2.534939559287378,3.318657154638416e-11,4.421971862750084,3.494114812009921,-9.625,-111.54982338896774,649.5013031003797,56,552,12.587257405506502,55.598000000000006,507.1473173962983,849
OOOOOO[SH](NP1PN[PH]1OO)ON[SH]=CON(F)N1ONN[PH]1C1=CC=C1,2.481168265954653,1.020321793691814,2.5315900555700592,2.834945819762957e-11,4.474417091653022,1.6554340779000825,-8.28125,-113.27606325949183,630.4792300154976,55,546,12.234191644628504,54.51200000000001,497.6061083525373,846
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SONNO[SH](O)NP1PN[PH]1OO,2.313754104549957,1.0843383244984677,2.5088922490291528,3.7607823105689775e-11,4.290359569022549,1.3555119604800936,-4.91015625,-116.39376266275754,591.7536364127865,51,516,11.87671177855026,55.08,506.2404268006898,852
OOO[PH]1NPPP1[SH](F)SN(O)SOOSN(S)N1ONC[PH]1C1=CC=C1,2.688398286331061,0.926018742334288,2.489507200001944,2.1974676300828836e-08,4.480288567789752,2.8854250026837542,-10.3828125,-116.59196301424818,580.6472435231603,51,507,11.492466418526778,52.758,471.0895772824919,876
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SN[SH](NOOCl)NP1PN[PH]1OO,2.593666234786583,0.9326036028862,2.418862475246252,1.7951719277764508e-10,4.232087131621615,1.7633169694299058,-6.1875,-119.4254921745354,596.1021519583833,51,516,11.920114510402227,52.94599999999999,488.23433032808936,852
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SNO[SH](NP1PN[PH]1OO)ON,2.335964102561546,1.0338012383081847,2.414922581871594,4.427738453660624e-10,4.262506480322683,1.3606772817096031,-4.359375,-106.97429673271846,575.8015929057633,50,504,11.517533031598038,52.766999999999996,499.0705017992474,840
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)S[SH](PO)PP1N[PH]1OOO,2.58190909007294,0.922015273412873,2.380559615610784,4.634953754134585e-08,4.890049578154796,1.0,-6.09765625,-105.01187706373054,546.9524239060086,52,474,10.852607329177157,50.55799999999999,425.8905645307735,804
NN[SH](NP1PSN[PH]1OO)SS[S](ON)ON(F)N1ONN[PH]1C1=CC=C1,2.595794409658452,0.914023573076394,2.372617281287747,1.5492655769389074e-10,4.515810391411431,2.564159735847019,-3.6484375,-105.18373568605112,578.9886839134564,50,510,11.50732146317606,51.530000000000015,464.48391119786976,852
OOON[SH](NP1PPN[PH]1OO)[S](O)ON(F)N1ONN[PH]1C1=CC=C1,2.619081832320762,0.904393316840132,2.3686801054083046,4.06166051902801e-08,4.009634995994773,1.0,-5.7578125,-107.15314285669054,561.2885375868187,51,498,11.183859334371391,51.769000000000005,436.06724559793423,864
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)S[S](NCl)NP1PPN[PH]1OO,2.620136122029581,0.8979018358349801,2.3526250341079065,1.368125390754926e-09,4.119079077633469,1.0,-5.53125,-102.08766996985392,566.5754940646216,49,486,11.148779472443074,49.646,447.67241770042716,819
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SN[SH](NNP1PN[PH]1OO)ON,2.557025767397158,0.9167537473513022,2.344162954335184,2.18960377607047e-10,4.233433118702099,1.0,-4.56640625,-106.42921772267287,575.2533464199469,50,504,11.506131672948609,52.43,477.5607267949206,840
OO[PH]1NPPP1SS[S](OBr)ON(F)N1ONN[PH]1C1=CC=C1,2.549172954908044,0.9149700955566434,2.332417022142624,2.9655641831105584e-10,4.2679116761421385,1.0,-4.4453125,-97.67195117848084,505.4099546052496,46,447,9.958719820596018,45.416000000000004,394.0639308012376,777
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SNON[SH](F)N1PP[PH]1OO,2.506561523644129,0.928763369959593,2.328002527710773,9.568553588357176e-11,4.372462390564112,1.0,-4.12109375,-101.28378415486732,562.2850000091684,49,492,11.151680432086799,51.205,476.4384710448695,798
OOON(SOOSN(S)N1ON[PH]1C1=CC=C1)S[SH](F)P1PPN[PH]1OO,2.51317174781597,0.923454029677974,2.3207985777934943,1.2397280424458756e-10,3.91030048586221,3.0946928659182653,-8.53125,-106.95689346913989,579.9083684520003,52,504,11.566270347756651,51.797999999999995,464.8444647846555,864
OO[PH]1NPPP1[SH](F)SN(O)SOOSN(S)N1ONN[PH]1C1=CC=C1,2.4768725504282747,0.9272425297237106,2.296661569462332,3.375250356985049e-10,3.8355184171884735,4.807867833759117,-6.53515625,-108.79845288891232,564.3108315581313,51,498,11.1020224485092,51.088,452.56350847082433,864
OO[PH]1NPPP1SSNO[S](ON(F)N1ONN[PH]1C1=CC=C1)SCl,2.491792554663649,0.9209081394016744,2.294712045290246,4.692725652510886e-10,4.52039454743778,1.5408638217951625,-4.796875,-104.95936636448076,537.9123591585501,48,471,10.699457166736998,48.583000000000006,435.50527437488876,801
OOOOOON[SH](NN=CON(F)N1ONN[PH]1C1=CC=C1)NNP1PPN[PH]1OO,2.517297444279266,0.9109114831020436,2.29303514837741,1.927810977520039e-08,4.43855389504864,3.165479558576962,-7.77734375,-119.06508695409234,663.5017253370781,57,564,12.95041702045967,59.662,486.034657983253,902
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SNONN[SH](NP1PN[PH]1OO)OOO,2.514178463157018,0.9103772484037612,2.288850871284883,4.33733639282341e-11,4.530231401275207,2.9469047788163465,-5.69921875,-120.54273237131862,623.4622111354475,53,540,12.65591723077364,56.963999999999984,516.4171078678505,876
CO[S](ON(F)N1ONN[PH]1C1=CC=C1)[SH](N)NP1PPN[PH]1OO,2.5305090345454944,0.902104435624679,2.2827834244518144,1.8618567310113576e-06,3.656591683643187,1.0249247101642478,-3.666015625,-97.62843515607452,530.0459813067368,48,471,10.405221464452218,48.985,417.0246457162213,840
OOOOO[SH](N=CON(F)N1ONN[PH]1C1=CC=C1)NP1PPN[PH]1OO,2.5752857386668526,0.8854904830435911,2.2803910127073825,5.095342658023583e-06,4.000220067308669,2.492248539512719,-7.69140625,-112.14656176565076,599.4474121246459,53,516,11.466785831553027,53.086,457.5702645365427,858
CO[S](ON(F)N1ONN[PH]1C1=CC=C1)S[SH](F)P1PPN[PH]1OO,2.5119066903104685,0.9063163566641133,2.276582119842395,1.0415025286647506e-08,3.649189777894493,3.751562859240248,-5.46484375,-95.08036817071248,533.3329377845398,48,471,10.410515957145318,49.368,415.9887433048434,840
OOONS(=CON(F)N1ONN[PH]1C1=CC=C1)OOP1PPN[PH]1OO,2.496888019089506,0.8966030407150588,2.238717390240651,2.672817045815124e-12,4.425124508848407,3.2883777115167074,-7.1484375,-106.12863956667604,595.365146315523,52,498,11.080156031281891,52.339,464.20410845928586,814
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SNON[SH](NOOO)NP1PN[PH]1OO,2.418884434039665,0.9242123809986644,2.235562942144405,5.183214534659753e-12,4.2443738075954665,2.7559220474688697,-6.51953125,-119.89179131554782,623.4622111354475,53,540,12.662117549271432,56.590999999999994,518.9499327452364,876
OOO[SH](NN=CON(F)N1ON[PH]1C1=CC=C1)NP1PPN[PH]1OO,2.5325110699733093,0.8826773802342741,2.235390236658339,1.3131150353729026e-06,4.081100871747315,1.0209007395654597,-5.40625,-98.82360299023996,567.8205348716862,51,486,10.757497018306033,50.492,442.0604895322158,818
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SN[SH](O)NP1PSN[PH]1OOO,2.4196058156321745,0.9225226841410002,2.232141251600168,1.6787217449465428e-10,4.920331744602644,1.0,-6.13671875,-117.41976441129168,579.0858054209076,50,510,11.501174344734878,51.286,485.2567206080304,852
NO[S](ON(F)N1ON[PH]1C1=CC=C1)SNON[SH](NOOO)NP1PN[PH]1OF,2.4500671040607216,0.91041442902987,2.230576443628309,3.963056879191518e-12,4.4817760702244485,1.0,-7.609375,-122.5129434803164,610.1640700764019,52,522,12.359460444446722,54.855999999999995,522.505748900298,852
NO[S](ON(F)N1ON[PH]1C1=CC=C1)SNON[SH](NP1PN[PH]1OO)ON,2.4033921003413927,0.9226621572915052,2.2175189401183517,2.3756615164655104e-12,4.355947755506156,1.0,-5.90625,-105.88712647899382,575.8015929057633,50,498,11.58220356541281,52.394,505.1882891773546,828
