SMILES,ExcitationEnergy,OscillatorStrength,score,Valid,CanonicalSMILES
C#Cn1cccc1C=C1C=CC=N1,3.6536750513599032,1.1023563923756283,4.027652048529942,True,C#Cn1cccc1C=C1C=CC=N1
C=Cn1c(C)ccc1C=C1C=CC=N1,3.687925102869669,1.086136926647027,4.005591636935284,True,C=Cn1c(C)ccc1C=C1C=CC=N1
Cn1cccc1C=C1C=CC(N=N)=[N+]1B(F)F,3.6923570557480767,1.084565195886294,4.004601953449553,True,Cn1cccc1C=C1C=CC(N=N)=[N+]1B(F)F
C=Cn1cccc1C=C1C=CC=N1,3.6861771027247103,1.086136926647027,4.003693069430059,True,C=Cn1cccc1C=C1C=CC=N1
C=C(C)n1cccc1C=C1C=CC(N)=[N+]1B(F)F,3.717126440620422,1.076308529206117,4.0007748921773345,True,C=C(C)n1cccc1C=C1C=CC(N)=[N+]1B(F)F
C=Cn1cccc1C=C1C=CC=[N+]1B(F)F,3.692309101835886,1.0773963938275974,3.9780805112147983,True,C=Cn1cccc1C=C1C=CC=[N+]1B(F)F
On1cccc1C=C1C=CC=N1,3.679430651844115,1.08057692801555,3.9759078706159663,True,On1cccc1C=C1C=CC=N1
C1=CC(=Cc2ccc[n-]2)N=C1,3.6417980509485512,1.089468927081426,3.9676258152141464,True,C1=CC(=Cc2ccc[n-]2)N=C1
Cn1cccc1C=C1C=CC=N1,3.638108385392597,1.0872689266761144,3.955602199317181,True,Cn1cccc1C=C1C=CC=N1
Cc1cc2ccn1c2C=C1C=CC=N1,3.6311420479502,1.089332926984628,3.9555225953905473,True,Cc1cc2ccn1c2C=C1C=CC=N1
N=Cn1cccc1C=C1C=CC=[N+]1B(F)F,3.647947715366454,1.0835923939863843,3.952888398031097,True,N=Cn1cccc1C=C1C=CC=[N+]1B(F)F
C=C(C)n1cccc1C=C1C=CC=N1,3.713406438509623,1.0630922603368758,3.9476936442647026,True,C=C(C)n1cccc1C=C1C=CC=N1
C=NC(C=CC[N+]B(F)F)=Cc1cccn1C,3.626449384110314,1.0868279936949412,3.941326708368868,True,C=NC(C=CC[N+]B(F)F)=Cc1cccn1C
Cn1cccc1C=C1C=CC=[N+]1B(F)F,3.648888384267262,1.0784683937946955,3.935210794916835,True,Cn1cccc1C=C1C=CC=[N+]1B(F)F
C#Cc1c(O)c(OO)n(C)c1C#CC=C,4.767492996454239,0.8247257263462369,3.93187412435132,True,C#Cc1c(O)c(OO)n(C)c1C#CC=C
ONC1C=CC=CC=Cc2cccn21,3.9288872078736623,0.994800193909804,3.908457756242467,True,ONC1C=CC=CC=Cc2cccn21
OC1(O)C=CC=Cc2cccn21,3.717216542847952,1.0495263023833437,3.901316533373407,True,OC1(O)C=CC=Cc2cccn21
CCn1cccc1C=C1C=CC=N1,3.657868387528828,1.0642242603659628,3.892792279233904,True,CCn1cccc1C=C1C=CC=N1
CC#CC(N)=c1c(=CN(C(C)C)C(C)C)[nH]c2ccn(B(F)F)c12,4.990361075687408,0.7750066814919312,3.8675631767150023,True,CC#CC(N)=c1c(=CN(C(C)C)C(C)C)[nH]c2ccn(B(F)F)c12
N=C=CC=Cc1cccn1C(=N)C(N)NN,3.58912386010942,1.0774658550329508,3.867158408751961,True,N=C=CC=Cc1cccn1C(=N)C(N)NN
Cc1cc(O)n2cnc3c(c12)=C(N)CN(C#N)C=3,5.004921242426312,0.7702463465978702,3.855022301988941,True,Cc1cc(O)n2cnc3c(c12)=C(N)CN(C#N)C=3
OCn1cccc1C=C1C=CC=[N+]1B(F)F,3.647387719556263,1.0519459542582903,3.8368547551985825,True,OCn1cccc1C=C1C=CC=[N+]1B(F)F
Cn1cccc1C=C1C=CC=[N+]1B(N)F,3.662844384277434,1.0472417275031407,3.8358834805658777,True,Cn1cccc1C=C1C=CC=[N+]1B(N)F
[B][N+]1=CC=CC1=Cc1ccc(O)[nH]1,3.583447309959502,1.0678865273714069,3.826715103851062,True,[B][N+]1=CC=CC1=Cc1ccc(O)[nH]1
Cn1cccc1C=C1C=C(N)C=N1,3.588345147123791,1.0534713282247383,3.780218728269294,True,Cn1cccc1C=C1C=C(N)C=N1
Cn1c(O)ccc1C=C1C=CC=[N+]1B(F)F,3.603946045816512,1.0480339942653971,3.777057969514063,True,Cn1c(O)ccc1C=C1C=CC=[N+]1B(F)F
Fn1cccc1C=C1C=CC=N1,3.666484915551066,1.0288495939532916,3.772261516600583,True,Fn1cccc1C=C1C=CC=N1
Cn1cccc1C=CC=C=CN=NC(N)=NNOO,3.5903567508969987,1.0464661915103592,3.75718695527469,True,Cn1cccc1C=CC=C=CN=NC(N)=NNOO
N#Cn1cccc1C=C1C=CC=N1,3.590720052650997,1.0449549275000891,3.7521406122910386,True,N#Cn1cccc1C=C1C=CC=N1
N#Cn1cccc1C=C1C=CC=[N+]1B(F)F,3.6000320539746964,1.0393183946530025,3.741579535036333,True,N#Cn1cccc1C=C1C=CC=[N+]1B(F)F
CCn1cccc1C=CC=CN,3.5366269999027256,1.0545116508364676,3.7294143760602463,True,CCn1cccc1C=CC=CN
Cc1ccc2n1C(C)C(N)=NC=CC=C2,3.592393480850401,1.03603818898201,3.721856836011029,True,Cc1ccc2n1C(C)C(N)=NC=CC=C2
Cc1ccc2n1CC=NC=CC=C2,3.542060133211953,1.048795251405239,3.714895847904504,True,Cc1ccc2n1CC=NC=CC=C2
C1=CN=CCn2cccc2C=C1,3.534980133288247,1.048795251405239,3.707470377604572,True,C1=CN=CCn2cccc2C=C1
CC=C(N)C=Cc1cccn1C,3.6231779969419753,1.019487597322464,3.693785030773992,True,CC=C(N)C=Cc1cccn1C
